gd,agd,agdo,tfocs,tfocso,tfocsf
6.677154655E9,1.5586871673E10,1.3508388385E10,2.0162583329E10,1.8144150816E10,2.1350763325E10
6.259937882E9,1.4353222886E10,1.3553168216E10,2.0011416373E10,1.7875564507E10,2.1769780479E10
6.344569638E9,1.4156711529E10,1.3153937523E10,2.0026606637E10,1.7386713326E10,2.1089078734E10
6.474301032E9,1.4348812653E10,1.311589457E10,1.9806590618E10,1.7412517092E10,2.0216114566E10
