gd,agd,agdo,tfocs,tfocso,tfocsf
2.2874975138E10,3.9739391132E10,3.827008354E10,3.3185252507E10,2.6911486206E10,3.055915378E10
1.8807141873E10,3.7731043314E10,3.7479512495E10,3.1925018701E10,2.6726934139E10,3.0041022918E10
1.8710361709E10,3.8143492858E10,3.71116157E10,3.1024633541E10,2.6663504907E10,3.0053813153E10
1.8736727974E10,3.806318062E10,3.7363211393E10,3.1038360274E10,2.6503155794E10,3.0220839236E10
