gd,agd,agdo,tfocs,tfocso,tfocsf
8.969829167E9,1.3446575941E10,1.4826628848E10,2.3970256487E10,1.9210989644E10,2.8047599659E10
6.680096678E9,1.3160627356E10,1.4821794948E10,2.4934314849E10,2.1548046831E10,2.0790830301E10
6.747166123E9,1.1945792325E10,1.428234121E10,2.9175404455E10,1.7287528122E10,2.9515268248E10
6.577128938E9,1.3394851147E10,1.4457162993E10,2.1274045245E10,2.1035419622E10,2.5188730878E10
