gd,agd,agdo,tfocs,tfocso,tfocsf
1.9330728771E10,3.8168426142E10,3.4753982391E10,3.2095441331E10,2.7683264958E10,3.0593658418E10
1.7028448157E10,3.6439522574E10,3.4753277872E10,3.2560799701E10,2.7477738852E10,3.0508093386E10
1.7586683643E10,3.5914076315E10,3.5124656966E10,3.2563075657E10,2.726730481E10,3.0239210743E10
1.7127636663E10,3.5723531087E10,3.5139559527E10,3.2264899553E10,2.7429419317E10,3.0133333629E10
