gd,agd,agdo,tfocs,tfocso,tfocsf
8.1151658962E10,1.18306552433E11,1.16552317012E11,8.9941205981E10,6.1270408218E10,8.6401366105E10
6.0492955353E10,9.7180384387E10,9.5557207999E10,1.25257130768E11,1.03778746027E11,1.0944078266E11
4.7596107791E10,9.6619276369E10,9.6721710877E10,1.08072561626E11,9.8981584893E10,1.11880663797E11
4.8747180763E10,9.7445290244E10,9.6579533539E10,1.11904473402E11,1.033794458E11,1.23973266808E11
