gd,agd,agdo,tfocs,tfocso,tfocsf
1.1867786347E10,2.1689732292E10,2.0335432813E10,2.4930143883E10,2.0849822317E10,2.3884959013E10
1.0583456117E10,2.1157106015E10,2.0571551077E10,2.5162397358E10,2.1010378735E10,2.3269196306E10
1.0352789908E10,2.1404597647E10,2.0307381453E10,2.5362942666E10,1.9890971894E10,2.4983746274E10
1.0193174192E10,2.118895287E10,2.0606394551E10,2.4270096708E10,2.0601542991E10,2.4780786471E10
