gd,agd,agdo,tfocs,tfocso,tfocsf
2.1098649873E10,3.4895433363E10,4.1546191272E10,4.7565560329E10,3.9550038254E10,5.3019751347E10
1.9995872672E10,3.2824770626E10,3.886416438E10,4.5361055483E10,4.0259108393E10,4.9262442485E10
1.9513591122E10,3.528252027E10,3.7042313295E10,4.6404237091E10,3.9870622959E10,5.1559536588E10
1.8245156441E10,3.5473295317E10,3.9231400865E10,4.8543998789E10,3.9998877284E10,4.8970134232E10
