gd,agd,agdo,tfocs,tfocso,tfocsf
5.2551140435E10,6.4385600376E10,6.2202296497E10,6.3512585284E10,4.6385480913E10,5.3000761442E10
3.7900931808E10,6.1970558957E10,6.1998495057E10,6.8381482571E10,5.6831687364E10,6.6829066725E10
3.5939666628E10,6.1923198936E10,6.1756290363E10,6.5068679912E10,6.1120152193E10,6.5691411112E10
3.4918541923E10,6.1856801483E10,6.1239698138E10,6.7416058418E10,5.5878981891E10,6.6271158221E10
