gd,agd,agdo,tfocs,tfocso,tfocsf
9.348241332E10,1.08689272217E11,1.07632924715E11,1.16011916848E11,1.19854276115E11,1.63123934141E11
6.0580883851E10,1.07136864257E11,1.06343371142E11,1.47987963953E11,1.29416582049E11,1.67544064951E11
5.5234776962E10,1.06989950933E11,1.06992798294E11,1.49330893953E11,1.22798844725E11,1.5506818709E11
5.7295926833E10,1.07432400052E11,1.06411820034E11,1.46350660445E11,1.21339657012E11,1.68723423341E11
