gd,agd,agdo,tfocs,tfocso,tfocsf
6.7936515607E10,1.0524145357E11,1.03433745816E11,7.9341413531E10,7.1539992139E10,8.3966526601E10
4.8315331624E10,1.05015354386E11,1.03254713895E11,8.3159294586E10,7.3504742714E10,8.5774050932E10
4.8243293938E10,1.0633153143E11,1.03875543583E11,8.1213425186E10,7.4209799343E10,8.4139340497E10
4.8499678903E10,1.05444010466E11,1.04210539155E11,8.1321791537E10,7.1905456734E10,8.3912590249E10
