gd,agd,agdo,tfocs,tfocso,tfocsf
3.953021147E10,7.2663822904E10,7.3230394861E10,5.936533913E10,5.1063136741E10,5.8106414577E10
3.3884517079E10,7.083133038E10,7.1036868299E10,5.9745258145E10,5.2137158996E10,5.7501860281E10
3.3084438081E10,6.9227456844E10,7.0356187588E10,5.9455123637E10,5.1041771883E10,5.9428057143E10
3.2897827306E10,7.1690829035E10,7.0357289622E10,5.9657343643E10,5.1074094357E10,5.8420567008E10
