gd,agd,agdo,tfocs,tfocso,tfocsf
9.943128527E9,1.9703625309E10,1.8927345234E10,2.5571699096E10,2.1908258185E10,2.4055147617E10
7.685398293E9,1.8250054062E10,1.7485148513E10,2.4401781016E10,2.1452128405E10,2.7644896044E10
7.559175571E9,1.8419232765E10,1.7347828339E10,2.3097674627E10,2.1117290591E10,2.4597335813E10
9.136276177E9,1.7075871029E10,1.7720038106E10,2.4558463797E10,2.2418412895E10,2.4929700888E10
