gd,agd,agdo,tfocs,tfocso,tfocsf
1.2449992035E10,1.88672308E10,2.1833790735E10,3.265537801E10,2.539196376E10,3.1314071652E10
1.0114080808E10,1.8240984564E10,2.1641207079E10,3.2111696356E10,2.6189336411E10,2.9935978373E10
1.0228564202E10,2.0055299776E10,2.2796451893E10,3.3200063712E10,2.4235808896E10,3.0082430681E10
1.2273265242E10,1.8728664613E10,2.2971508892E10,3.0594960215E10,2.5992136266E10,2.8588365823E10
