gd,agd,agdo,tfocs,tfocso,tfocsf
3.0412304877E10,5.0071468014E10,5.1453077486E10,5.1757632136E10,4.3061788824E10,4.7468843524E10
2.255722388E10,4.5834116613E10,4.6573017218E10,5.2373086108E10,3.8579199961E10,4.909131199E10
2.1734977919E10,4.7259219231E10,4.8033915346E10,4.9019987689E10,4.1384359851E10,5.1533669182E10
2.2318329189E10,4.7476184542E10,4.756856373E10,4.8492844919E10,3.9963017552E10,4.9492659829E10
