gd,agd,agdo,tfocs,tfocso,tfocsf
5.983279332E9,7.57091796E9,6.830383879E9,1.3466044867E10,1.0632522459E10,1.2397565263E10
3.339770737E9,5.455378622E9,5.312968861E9,1.1719796229E10,8.246036778E9,1.0542259421E10
2.818201773E9,5.228774446E9,4.890409677E9,1.0470081769E10,1.0738792365E10,1.5698518319E10
3.037066046E9,5.355268328E9,5.537188854E9,2.2853678836E10,7.85285156E9,9.899040366E9
