gd,agd,agdo,tfocs,tfocso,tfocsf
6.404142027E9,1.1848596854E10,1.4167875421E10,2.5553595817E10,1.8692880755E10,2.4840741358E10
8.259956885E9,1.1149459195E10,1.2185498388E10,2.2132839655E10,2.2247791301E10,2.0737808016E10
1.0566316605E10,1.0952564711E10,1.2038958336E10,2.0722883255E10,2.2929977579E10,1.9571441774E10
5.589148772E9,1.6462166393E10,1.1376104963E10,2.0853327702E10,1.6292812507E10,2.9188575523E10
