gd,agd,agdo,tfocs,tfocso,tfocsf
9.507389637E9,1.4589071533E10,1.2572890692E10,2.2630997725E10,1.9654354106E10,2.5108994994E10
5.47226947E9,1.1713395358E10,1.2652234449E10,2.2091081285E10,2.149138677E10,1.8229151563E10
5.99805119E9,1.6567641113E10,1.1262753691E10,2.1445089371E10,1.4774404971E10,2.8886385074E10
5.030044509E9,1.2746920672E10,1.2047988953E10,2.1652225093E10,1.6050901006E10,2.9570875353E10
